"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Ignacio","Liolaemus","pictus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","104","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_pictus","min"
"Ignacio","Liolaemus","platei","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","54.4","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_platei","min"
"Ignacio","Liolaemus","poecilochromus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","70","Valdecantos, M. S., Arias, F., & Espinoza, R. E. (2012). Herbivory in Liolaemus poecilochromus, a Small, Cold-Climate Lizard from the Andes of Argentina.åÊCopeia, (2), 203.","herbivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_poecilochromus","max, min"
"Ignacio","Liolaemus","pseudoanomalus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","68","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_pseudoanomalus","max, min"
"Ignacio","Liolaemus","pseudolemniscatus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","52.7","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_pseudolemniscatus","min"
"Ignacio","Liolaemus","quilmes","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","61.1","Abdala 2005","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_quilmes","max, min"
"Ignacio","Liolaemus","riojanus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","62.3","Meiri 2007","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_riojanus","max, min"
"Ignacio","Liolaemus","robertmertensi","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","63","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_robertmertensi","max, min"
"Ignacio","Liolaemus","rothi","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","100","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_rothi","max, min"
"Ignacio","Liolaemus","salinicola","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","77","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_salinicola","max, min"
"Ignacio","Liolaemus","scapularis","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","77","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_scapularis","max, min"
"Ignacio","Liolaemus","schroederi","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","67.2","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_schroederi","min"
"Ignacio","Liolaemus","telsen","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","75","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_telsen","max, min"
"Ignacio","Liolaemus","tenuis","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","60","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_tenuis","min"
"Ignacio","Liolaemus","vallecurensis","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","76.24","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_vallecurensis","min"
"Ignacio","Liolaemus","walkeri","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","63.4","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_walkeri","min"
"Ignacio","Liolaemus","xanthoviridis","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","97","Meiri 2009","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_xanthoviridis","max, min"
"Adam A","Phymaturus","antofagastensis","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10","10.1111/j.1466-8238.2008.00414.x","Herbivore","10.1007/s00442-006-0487-z","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","Yes",NA,"Pereyra,E.A. 1985. Nuevo iguanido del gÌ©nero Phymaturus del noroeste Argentino. Bol. Asoc. Herp. Argentina 2 (4): 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_antofagastensis","max, min"
"Adam A","Phymaturus","dorsimaculatus","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","9.26","Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. PapÌ©is Avulsos de Zoologia (SÌ£o Paulo) 45(13):143-177","Herbivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","Yes",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_dorsimaculatus","max, min"
"Adam A","Phymaturus","indistinctus","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10","10.1111/j.1466-8238.2008.00414.x","Herbivore","10.1007/s00360-010-0524-4","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_indistinctus","max, min"
"Adam A","Phymaturus","palluma","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","11","10.1111/j.1466-8238.2008.00414.x","Herbivore","10.1017/S0952836902001085","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","Yes",NA,"http://www.iucnredlist.org/details/178687/0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_palluma","max, min"
"Adam A","Phymaturus","patagonicus","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10.9","10.1111/j.1466-8238.2008.00414.x","Herbivore","Scolaro & Pincheira-Donoso, 2010, Zootaxa 2393: 17‰ÛÒ32 http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf","For diet, ref states all Phymaturus are herbivourous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_patagonicus","max, min"
"Adam A","Phymaturus","somuncurensis","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10","10.1111/j.1466-8238.2008.00414.x","Herbivore","Scolaro & Pincheira-Donoso, 2010, Zootaxa 2393: 17‰ÛÒ32 http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_somuncurensis","max, min"
"Adam A","Phymaturus","tenebrosus","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10.75","Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. PapÌ©is Avulsos de Zoologia (SÌ£o Paulo) 45(13):143-177","Herbivore","Scolaro & Pincheira-Donoso, 2010, Zootaxa 2393: 17‰ÛÒ32 http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","Yes",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_tenebrosus","max, min"
"Adam A","Phymaturus","zapalensis","Liolaemidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","9","10.1111/j.1466-8238.2008.00414.x","Herbivore","Scolaro & Pincheira-Donoso, 2010, Zootaxa 2393: 17‰ÛÒ32 http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","Yes",NA,"http://www.site-fusion.co.uk/files/writeable/uploads/webfusion12137/file/scolpd10_zoophym.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phymaturus_zapalensis","max, min"
"Ignacio","Petrosaurus","mearnsi","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","82.45","Meiri 2008","omnivore","Stebbins, R.C.åÊ2003.åÊA Field Guide to Western Reptiles and Amphibians, Third Edition. The Peterson Field Guide Serieså¨. Houghton Mifflin. Boston and New York. xiii + 533 pp.ISBN 0-395-98272-3åÊ(paperback).","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaurus_mearnsi","max"
"Ignacio","Phrynosoma","cornutum","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","130","Meiri 2008","insectivore","Pianka and Parker, 1975","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phrynosoma_cornutum","max, min"
"Ignacio","Phrynosoma","coronatum","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","114","Meiri 2008","insectivore","Pianka and Parker, 1976","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phrynosoma_coronatum","max"
"Ignacio","Phrynosoma","platyrhinos","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","95","Meiri 2008","insectivore","Pianka and Parker, 1978","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phrynosoma_platyrhinos","max"
"Ignacio","Sceloporus","graciosus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","57.5","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_graciosus","max, min"
"Ignacio","Sceloporus","grammicus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","56.49","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_grammicus","max"
"Ignacio","Sceloporus","magister","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","142","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_magister","max"
"Ignacio","Sceloporus","malachiticus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","98.2","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_malachiticus","max, min"
"Ignacio","Sceloporus","merriami","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","66","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_merriami","max, min"
"Ignacio","Sceloporus","occidentalis","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","66.15","Meiri 2008","insectivore","Johnson 1965","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"Y","Brasfield, Sandra M., Larry G. Talent, and David M. Janz. ""Reproductive and thyroid hormone profiles in captive Western fence lizards (Sceloporus occidentalis) after a period of brumation.""åÊZoo biologyåÊ27.1 (2008): 36-48.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_occidentalis","max, min"
"Ignacio","Sceloporus","undulatus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","62.5","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"Y","McKinney & Marion","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_undulatus","max, min"
"Ignacio","Sceloporus","variabilis","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","58.07","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_variabilis","max, min"
"Ignacio","Sceloporus","woodi","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","55.25","Meiri 2008","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sceloporus_woodi","max"
"Ignacio","Uma","inornata","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","124","Meiri 2008","insectivore, omnivore","Durtsche, R.D. (1995) Foraging ecology of the fringe-toed lizard,åÊUma inornata, during periods of high and low food abundance.åÊCopeia,åÊ1995(4): 915 - 926.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uma_inornata","max"
