"log_prop_occupied","log_pol_equ_diff","abs_lat_mp","realm","dispersal_distance_continuous","log_maximum_body_size","rr_cells","metric","Class","Order","Family","Genus","Species","range","bias_in_uf"
-1.99655388187407,0.500775287912491,30.5609401835,"Terrestrial",1,2.4428686384411,69,"ct","Reptilia","Squamata","Iguanidae","Dipsosaurus","dorsalis","Dipsosaurus_dorsalis_IUCN",0.078787878787879
-2.80878464837125,2.27674528259669,31.3164588369999,"Terrestrial",1,3.2188758248682,53,"ct","Reptilia","Squamata","Scincidae","Egernia","cunninghami","Egernia_cunninghami_IUCN",0.187512728753891
-3.04144551221894,4.03795805116074,34.8817618195,"Terrestrial",1,2.60268968544438,37,"ct","Reptilia","Squamata","Scincidae","Egernia","saxatilis","Egernia_saxatilis_IUCN",0.637210740151917
-1.39264358879855,0.978286223340222,27.2808403529999,"Terrestrial",1,2.47653840011748,198,"ct","Reptilia","Squamata","Scincidae","Egernia","striolata","Egernia_striolata_IUCN",0.256641944921246
-4.87264955112235,0.0152674721307875,21.954099141,"Terrestrial",1,1.64865862558738,3,"ct","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui","Eleutherodactylus_coqui_IUCN",0.000116550116550096
-3.30505352110925,0.343440905937308,38.615441149,"Terrestrial",1,2.52572864430826,54,"ct","Reptilia","Squamata","Anguidae","Elgaria","multicarinata","Elgaria_multicarinata_IUCN",0.0142288267288267
-5.4742080330117,2.12583350814367,34.4184356295,"Marine",1000,2.89037175789616,68,"lt","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","japonicus","Engraulis_japonicus_IUCN",0.0141757189313367
-2.12934498177833,-1.37040244436425,41.4884031755001,"Terrestrial",1,1.90210752639692,532,"ct","Reptilia","Squamata","Lacertidae","Eremias","argus","Eremias_argus_IUCN",-0.218216307502022
-2.27504893518544,-1.15279751100053,35.5924158100001,"Terrestrial",1,1.93152141160321,104,"ct","Reptilia","Squamata","Lacertidae","Eremias","brenchleyi","Eremias_brenchleyi_IUCN",-0.138076907813802
-2.73274281369258,2.29421684332353,23.202842195,"Terrestrial",1,2.28238238567653,50,"ct","Reptilia","Squamata","Scincidae","Eremiascincus","fasciolatus","Eremiascincus_fasciolatus_IUCN",0.449579831932773
-0.158689952260678,0.18109531507071,25.3522748898709,"Terrestrial",1,2.54160199346455,595,"ct","Reptilia","Squamata","Scincidae","Eremiascincus","richardsoni","Eremiascincus_richardsoni_GBIF",0.165644171779141
-3.32276156937492,3.85085657019066,34.2702558534999,"Terrestrial",1,2.30258509299405,33,"ct","Reptilia","Squamata","Scincidae","Eulamprus","heatwolei","Eulamprus_heatwolei_IUCN",0.369745649263722
-2.14006616349627,0.503103577672081,32.888888365,"Terrestrial",1,2.14006616349627,14,"ct","Reptilia","Squamata","Scincidae","Eulamprus","kosciuskoi","Eulamprus_kosciuskoi_IUCN",0.0608228980322004
-1.89174844108397,1.39199238223453,27.003083467,"Terrestrial",1,2.54160199346455,120,"ct","Reptilia","Squamata","Scincidae","Eulamprus","quoyii","Eulamprus_quoyii_IUCN",0.208185753640299
-2.78911802419099,3.65048956456229,35.9448393169999,"Terrestrial",1,2.27212588550934,34,"ct","Reptilia","Squamata","Scincidae","Eulamprus","tympanum","Eulamprus_tympanum_IUCN",0.575558213716109
-2.13952635241704,0.888947884023485,44.3903927350001,"Terrestrial",1,2.50959926237837,166,"ct","Amphibia","Caudata","Plethodontidae","Eurycea","bislineata","Eurycea_bislineata_IUCN",0.115786080743506
-6.15591910207351,1.96508668901752,31.2639506656813,"Marine",10,2.37954613413017,10,"lt","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus","parvipinnis","Fundulus_parvipinnis_GBIF",0.00629931328083277
-1.62470538456489,0.74984252423649,26.9579412934999,"Terrestrial",1,1.96009478404727,176,"ct","Reptilia","Squamata","Gekkonidae","Gehyra","variegata","Gehyra_variegata_IUCN",0.211023622047244
-4.69240589678737,0.888085306029432,6.60263096650004,"Marine",1000,3.2188758248682,50,"ct","Actinopterygii","Perciformes","Labridae","Halichoeres","dispilus","Halichoeres_dispilus_IUCN",0.00925180626492683
-3.65242763131597,4.378448813326,29.7209011155,"Terrestrial",1,4.78749174278205,63,"ct","Reptilia","Squamata","Elapidae","Hemachatus","haemachatus","Hemachatus_haemachatus_IUCN",0.987455197132617
-0.0932419267402658,-0.152421895138797,1.41776943200003,"Terrestrial",1,1.90210752639692,695,"ct","Reptilia","Squamata","Gekkonidae","Hemidactylus","frenatus","Hemidactylus_frenatus_IUCN",-0.139513860988349
-3.33639738843524,2.65903257159274,29.275785593,"Terrestrial",1,1.80828877117927,213,"ct","Reptilia","Squamata","Gekkonidae","Hemidactylus","turcicus","Hemidactylus_turcicus_IUCN",0.336718372205483
-3.14579296812972,2.49642649362086,34.25137654,"Terrestrial",1,2.06686275947298,22,"ct","Reptilia","Squamata","Scincidae","Hemiergis","decresiensis","Hemiergis_decresiensis_IUCN",0.269888572168956
-0.464033462259232,0.881311012978129,22.6670889624999,"Terrestrial",1,1.70474809223843,637,"ct","Reptilia","Squamata","Gekkonidae","Heteronotia","binoei","Heteronotia_binoei_IUCN",0.576608009708738
-2.02133391087255,0.82057479024645,50.589335593,"Terrestrial",1,2.43361335540045,1482,"ct","Reptilia","Squamata","Lacertidae","Lacerta","agilis","Lacerta_agilis_IUCN",0.164653361344538
-2.14085016980848,1.15689861854663,29.583265889,"Terrestrial",1,1.62924053973028,110,"ct","Reptilia","Squamata","Scincidae","Lampropholis","delicata","Lampropholis_delicata_IUCN",0.16436925647452
-2.21405741548645,2.64427019980379,32.1557114269999,"Terrestrial",1,1.64865862558738,86,"ct","Reptilia","Squamata","Scincidae","Lampropholis","guichenoti","Lampropholis_guichenoti_IUCN",0.543771399585747
-0.80988735450955,0.830811668146079,0.02807778496183,"Terrestrial",1,1.6094379124341,705,"ct","Reptilia","Squamata","Gekkonidae","Lepidodactylus","lugubris","Lepidodactylus_lugubris_GARD",0.349286643979744
-1.12678316563481,-0.318346899218426,14.437206218,"Terrestrial",1,2.10900034392138,43,"ct","Reptilia","Squamata","Xantusiidae","Lepidophyma","flavimaculatum","Lepidophyma_flavimaculatum_IUCN",-0.11053361053361
-1.20469717958398,1.51343137242272,29.7497418597388,"Terrestrial",1,-1.20397280432594,437,"ct","Insecta","Hymenoptera","Formicidae","Linepithema","humile","Linepithema_humile_GBIF",0.732583308164704
-5.07517381523383,0.972461003341209,24.248600387,"Terrestrial",1,2.24070968927596,1,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","albiceps","Liolaemus_albiceps_IUCN",0.0138188608776844
-3.72569342723665,1.31984926171174,27.1254681725,"Terrestrial",1,2.23001440015921,4,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","capillitas","Liolaemus_capillitas_IUCN",0.0418756815703379
-3.82015135155626,3.90073733896665,27.0893977199999,"Terrestrial",1,1.70474809223843,35,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","chacoensis","Liolaemus_chacoensis_IUCN",0.598750171679714
-4.74601849457547,3.18359401072356,32.8253007105,"Terrestrial",1,2.32238772029023,17,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","cuyanus","Liolaemus_cuyanus_IUCN",0.153370165745856
-4.35590722344025,3.23509576873496,36.6733767835,"Terrestrial",1,1.93152141160321,69,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","darwinii","Liolaemus_darwinii_IUCN",0.181253502708762
-4.85203026391962,1.5132940518812,27.4920304795,"Terrestrial",1,2.28543893415908,1,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","dorbignyi","Liolaemus_dorbignyi_IUCN",0.0324923547400613
-4.38202663467388,0.938269638592929,23.8911176029999,"Terrestrial",1,2.19722457733622,2,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","irregularis","Liolaemus_irregularis_IUCN",0.0135265700483091
-4.46129981556839,3.19710202531864,28.132707021,"Terrestrial",1,2.10413415427021,6,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","koslowskyi","Liolaemus_koslowskyi_IUCN",0.22133526850508
-4.70953020131233,2.89958841300109,30.4094503094999,"Terrestrial",1,1.98787434815435,7,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","laurenti","Liolaemus_laurenti_IUCN",0.118119266055046
-6.49752885377226,6.08980044782884,42.588626478,"Terrestrial",1,2.29253475714054,10,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","melanops","Liolaemus_melanops_IUCN",0.33257804632427
-3.28964489575641,0.856186807804449,23.012822127,"Terrestrial",1,2.02814824729229,6,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","multicolor","Liolaemus_multicolor_IUCN",0.0359513274336283
-4.61015772749913,3.50154535549644,30.7457156905,"Terrestrial",1,1.90210752639692,8,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","olongasta","Liolaemus_olongasta_IUCN",0.242462311557789
-5.75995274612326,5.75995274612326,42.934182997,"Terrestrial",1,2.30258509299405,20,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","petrophilus","Liolaemus_petrophilus_IUCN",0.996848739495798
-3.56246552925828,1.30833281965018,26.3318233595,"Terrestrial",1,1.94591014905531,4,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","poecilochromus","Liolaemus_poecilochromus_IUCN",0.0486486486486486
-3.59731226058845,2.56974552972503,28.2579329684999,"Terrestrial",1,1.91692261218206,6,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","pseudoanomalus","Liolaemus_pseudoanomalus_IUCN",0.230861244019139
-4.42284862919414,2.07944154167984,26.3643173055,"Terrestrial",1,2.18605127673809,3,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","quilmes","Liolaemus_quilmes_IUCN",0.035
-5.12841832975264,3.90650782474004,31.139950122,"Terrestrial",1,1.82937633279936,7,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","riojanus","Liolaemus_riojanus_IUCN",0.146983408748115
-4.62301010411642,4.02137554235551,27.6282195804999,"Terrestrial",1,1.84054963339749,5,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","robertmertensi","Liolaemus_robertmertensi_IUCN",0.327357237715803
-3.97343163355679,3.37907957640853,39.75285205,"Terrestrial",1,2.30258509299405,17,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","rothi","Liolaemus_rothi_IUCN",0.362220447284345
-3.8969093676181,3.46051395881857,27.8639966784999,"Terrestrial",1,2.04122032885964,4,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","salinicola","Liolaemus_salinicola_IUCN",0.322862129144851
-4.39444915467244,0.901548450136951,26.6782646765,"Terrestrial",1,2.04122032885964,3,"ct","Reptilia","Squamata","Iguanidae","Liolaemus","scapularis","Liolaemus_scapularis_IUCN",0.0144892538034291
-4.31069895007864,0.720910974272498,56.2805920325486,"Intertidal",100,1.43508452528932,116,"lt","Gastropoda","Neotaenioglossa","Littorinidae","Littorina","littorea","Littorina_littorea_GBIF",0.0120425719774253
-3.35321769977402,-0.268561031005002,49.8658793682718,"Intertidal",100,0.262364264467491,274,"lt","Gastropoda","Neotaenioglossa","Littorinidae","Littorina","obtusata","Littorina_obtusata_GBIF",-0.00981338481338478
-3.43154966519171,1.00173959545122,53.3191011663616,"Intertidal",100,0.641853886172395,301,"lt","Gastropoda","Neotaenioglossa","Littorinidae","Littorina","saxatilis","Littorina_saxatilis_GBIF",0.0370913028394984
-1.72798693817007,-1.67237877244838,17.9194482535,"Terrestrial",1,2.60268968544438,120,"ct","Reptilia","Squamata","Agamidae","Lophognathus","gilberti","Lophognathus_gilberti_IUCN",-0.425671188691775
-4.50409341128943,-0.114116043760208,56.1882707851773,"Intertidal",100,1.33500106673234,497,"lt","Bivalvia","Veneroida","Tellinidae","Macoma","balthica","Macoma_balthica_GBIF",-0.00135484395827201
-4.95102682249094,0.57031107705217,11.1551247375,"Marine",10,2.07944154167984,25,"ct","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","zonifer","Malacoctenus_zonifer_IUCN",0.00433982790096132
-5.66705561895077,0.825484283915974,36.5019313656972,"Marine",100,2.70805020110221,36,"lt","Actinopterygii","Atheriniformes","Atherinopsidae","Menidia","menidia","Menidia_menidia_GBIF",0.0039026193493874
-0.727699562066605,0.164259104167414,25.8645287455,"Terrestrial",1,2.46809953147162,292,"ct","Reptilia","Squamata","Agamidae","Moloch","horridus","Moloch_horridus_IUCN",0.0808281083029699
-3.90899957153015,0.01150439740801,58.9713667113175,"Intertidal",1000,1.38629436111989,356,"lt","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Mytilus_edulis_GBIF",0.000230614412701891
-1.89711998488588,2.31804931869163,36.1757268846015,"Terrestrial",1,1.77495235091167,50,"ct","Reptilia","Squamata","Scincidae","Nannoscincus","maccoyi","Nannoscincus_maccoyi_GBIF",0.740546218487394
-4.2573841894666,4.02356438016105,40.4485801420487,"Terrestrial",1,1.96009478404727,12,"ct","Reptilia","Squamata","Scincidae","Niveoscincus","metallicus","Niveoscincus_metallicus_GARD",0.491055456171735
-5.31648467050349,4.7990908786254,41.9001072418441,"Terrestrial",1,2.14006616349627,7,"ct","Reptilia","Squamata","Scincidae","Niveoscincus","ocellatus","Niveoscincus_ocellatus_GARD",0.39670510708402
-1.53608012786245,1.99533142716175,34.1724236785,"Terrestrial",1,5.01063529409626,98,"ct","Reptilia","Squamata","Elapidae","Notechis","scutatus","Notechis_scutatus_IUCN",0.66152405362776
-3.76641903156935,-0.662263105502761,55.3157160854747,"Intertidal",100,1.43508452528932,268,"lt","Gastropoda","Archaeogastropoda","Muricidae","Nucella","lapillus","Nucella_lapillus_GBIF",-0.0174214759726788
-2.5202990837238,0.7320858310349,56.9490760621602,"Terrestrial",10,-1.04982212449868,230,"mixed","Arachnida","Araneae","Linyphiidae","Oedothorax","apicatus","Oedothorax_apicatus_GBIF",0.0691103001098393
-4.44943931094132,1.59425011840383,50.4516335460081,"Marine",100,5.01063529409626,54,"lt","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus_tshawytscha_GBIF",0.0206378692067837
-2.50715004634349,1.52354160694449,58.7839663596746,"Terrestrial",10,-0.385662480811985,234,"mixed","Arachnida","Araneae","Lycosidae","Pardosa","nigriceps","Pardosa_nigriceps_GBIF",0.182146763817046
-2.19097110836438,-0.494461534617333,1.7039031600172,"Marine",1000,2.64617479738412,322,"ct","Actinopterygii","Perciformes","Gobiidae","Periophthalmus","kalolo","Periophthalmus_kalolo_GBIF",-0.0554274455237315
-2.25873920744871,0.0566969296780577,55.7352148693996,"Terrestrial",10,-0.162518929497775,346,"mixed","Arachnida","Araneae","Philodromidae","Philodromus","aureolus","Philodromus_aureolus_GBIF",0.00591988578472691
-0.73716406597672,-0.0521160011390137,31.469849648,"Terrestrial",1,2.56494935746154,186,"ct","Reptilia","Squamata","Phrynosomatidae","Phrynosoma","cornutum","Phrynosoma_cornutum_IUCN",-0.025077160493827
-3.66356164612965,2.53567897516142,26.9898155065,"Terrestrial",1,2.30258509299405,4,"ct","Reptilia","Squamata","Liolaemidae","Phymaturus","antofagastensis","Phymaturus_antofagastensis_IUCN",0.11509900990099
-4.38807970638696,0.577651443008073,10.6707428415001,"Marine",10,2.30258509299405,46,"ct","Actinopterygii","Perciformes","Blenniidae","Plagiotremus","azaleus","Plagiotremus_azaleus_IUCN",0.00752203088366077
-3.71221613429317,3.57626396471466,21.9959567625,"Terrestrial",1,2.16905370036952,52,"ct","Reptilia","Squamata","Cordylidae","Platysaurus","intermedius","Platysaurus_intermedius_IUCN",0.459009426672848
-1.29928298413026,1.06466068819484,28.0595633365,"Terrestrial",1,2.58021682959233,229,"ct","Reptilia","Squamata","Scincidae","Plestiodon","chinensis","Plestiodon_chinensis_IUCN",0.340176715176715
-1.2334449176506,1.11951950877591,30.7924871925001,"Terrestrial",1,2.26176309847379,316,"ct","Reptilia","Squamata","Scincidae","Plestiodon","elegans","Plestiodon_elegans_IUCN",0.393196904618224
-3.32895247478883,1.69459572077441,35.2476718035001,"Terrestrial",1,2.43361335540045,41,"ct","Reptilia","Squamata","Scincidae","Plestiodon","gilberti","Plestiodon_gilberti_IUCN",0.072562358276644
-1.2254790095469,1.33982035316829,44.084485593,"Terrestrial",1,2.01490302054226,254,"ct","Reptilia","Squamata","Lacertidae","Podarcis","muralis","Podarcis_muralis_IUCN",0.623290598290598
-2.91870226452239,1.00799695316799,51.8532944361072,"Terrestrial",1,-1.20397280432594,29,"ct","Arachnida","Araneae","Linyphiidae","Prinerigone","vagans","Prinerigone_vagans_GBIF",0.0692782627208857
-1.11355386866631,-0.173622181000326,28.422616895,"Terrestrial",1,4.85203026391962,374,"ct","Reptilia","Squamata","Viperidae","Protobothrops","mucrosquamatus","Protobothrops_mucrosquamatus_IUCN",-0.0567584196745758
-2.62618161525521,2.49949873957849,33.129005226,"Terrestrial",1,2.19722457733622,75,"ct","Reptilia","Squamata","Lacertidae","Psammodromus","algirus","Psammodromus_algirus_IUCN",0.280461452669734
-1.46151778235748,-0.271933715483644,40.273635593,"Terrestrial",1,1.6094379124341,64,"ct","Reptilia","Squamata","Lacertidae","Psammodromus","hispanicus","Psammodromus_hispanicus_IUCN",-0.05952380952381
-4.46475803227135,-0.094745367589363,32.8212265295,"Terrestrial",1,1.28093384546206,14,"mixed","Amphibia","Anura","Hylidae","Pseudacris","cadaverina","Pseudacris_cadaverina_IUCN",-0.00107188316473494
-2.24145162080498,0.5627898915694,39.4166402815,"Terrestrial",1,1.3297240096315,210,"mixed","Amphibia","Anura","Hylidae","Pseudacris","regilla","Pseudacris_regilla_IUCN",0.0622399056881819
-2.38136597084716,2.14810378000127,37.6590172825,"Terrestrial",1,1.85629799036563,71,"ct","Reptilia","Squamata","Scincidae","Pseudemoia","entrecasteauxii","Pseudemoia_entrecasteauxii_IUCN",0.64239618406285
-3.50104271663187,3.53897898857537,36.1054946794999,"Terrestrial",1,1.87180217690159,24,"ct","Reptilia","Squamata","Scincidae","Pseudemoia","spenceri","Pseudemoia_spenceri_IUCN",0.471607702642186
-0.817016662272731,0.12457447856528,25.674035752,"Terrestrial",1,5.29831736654804,115,"ct","Reptilia","Squamata","Elapidae","Pseudonaja","textilis","Pseudonaja_textilis_IUCN",0.054207766817738
-3.93004151093082,2.60268968544438,44.4384598915001,"Terrestrial",10,2.01490302054226,31,"mixed","Amphibia","Anura","Ranidae","Rana","cascadae","Rana_cascadae_IUCN",0.0595238095238095
-4.55256023571579,2.78809290877575,45.0841598285,"Terrestrial",10,2.35137525716348,22,"mixed","Amphibia","Anura","Ranidae","Rana","pretiosa","Rana_pretiosa_IUCN",0.0853146853146853
-2.9041650800285,2.95869100187364,37.0092643385,"Terrestrial",1,1.87410721057681,47,"ct","Reptilia","Squamata","Agamidae","Rankinia","diemensis","Rankinia_diemensis_IUCN",0.632075471698114
-3.13549421592915,2.36712361413162,32.6951731316229,"Terrestrial",1,1.85629799036563,88,"ct","Reptilia","Squamata","Scincidae","Saproscincus","mustelina","Saproscincus_mustelina_GBIF",0.302083333333333
-3.72810016726722,1.0887599922251,40.5884107895,"Terrestrial",1,1.74919985480926,222,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","graciosus","Sceloporus_graciosus_IUCN",0.0390215492137449
-1.69938614909704,-0.449916870679001,12.210648116,"Terrestrial",1,2.28442112236637,17,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","malachiticus","Sceloporus_malachiticus_IUCN",-0.0905797101449279
-2.30258509299405,0.597837000755624,28.6531385135001,"Terrestrial",1,1.88706964903238,26,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","merriami","Sceloporus_merriami_IUCN",0.0681818181818188
-2.79028829933918,0.785396914211162,38.4105152680001,"Terrestrial",1,1.88933979756692,140,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","occidentalis","Sceloporus_occidentalis_IUCN",0.0582922824302132
-0.438617315425065,0.525102310122673,33.6857207805,"Terrestrial",1,1.83258146374831,481,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","undulatus","Sceloporus_undulatus_IUCN",0.3631156930126
-1.17373291913622,-0.673334793309832,19.871451299,"Terrestrial",1,1.75906408638991,96,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","variabilis","Sceloporus_variabilis_IUCN",-0.220272991720743
-1.62612041239404,1.5712759992848,56.1790486938401,"Terrestrial",1,-0.967584026261706,164,"mixed","Arachnida","Araneae","Liocranidae","Scotina","gracilipes","Scotina_gracilipes_GBIF",0.561155913978494
